query-id	corpus-id	label
95773	B086TVBSQ9	E
95773	B07ZHGSPRN	E
95773	B082WV48DM	S
95773	B088FNQCJ8	E
95773	B07XGKX327	E
95773	B0836PZCD3	I
95773	B088ZQ56BR	E
95773	B08J44MCQP	E
95773	B08BNPPPQP	E
95773	B08CDJGRLQ	E
95773	B08LZK1668	E
95773	B08NCMNRDV	E
95773	B08X9WXNTQ	E
95773	B091XXMCXG	E
95773	B09B1S4G4P	E
95773	B07X8X8DTJ	E
95773	B0899YJ2H2	E
95773	B07TTP3YTP	E
95773	B07HR92BB4	E
95773	B07SPZ2HGT	S
95773	B00710K0DE	E
95773	B00HSF64JG	E
95773	B00MHLIFO8	E
95773	B071X6JB8X	E
95773	B073QNMS5J	E
95773	B074LBPJ61	E
95773	B07TJQX1XT	E
95773	B076RQR47S	E
95773	B07BHDZ7GN	E
95773	B075L4M9BJ	E
95773	B07DZVJRZX	S
95773	B07MNNZKTR	E
95773	B07PLXWPXL	E
95773	B07PQX6DGS	S
95773	B07PRZNHJC	E
95773	B07PY2JB7J	E
95773	B07QWVSP45	E
95773	B07DS13B1F	E
111257	B01KN7RKFM	I
111257	B07C3QD3C8	I
111257	B074NB6DHY	I
111257	B01NAL0NKU	I
111257	B01LYKIEG6	S
111257	B01LXLBSL7	I
111257	B01LXINV62	S
111257	B01A5GQ192	I
111257	B000PWIR7Q	I
111257	B019FFOZAG	S
111257	B019DMYTE8	E
111257	B0196FJTRO	I
111257	B01968XBWU	S
111257	B00VHVK8AI	I
111257	B00PC5CI8K	I
111257	B019FFP4RO	S
27271	B082WBJNDG	S
27271	B07ZFTFV6C	S
27271	B07V2RC9L2	S
27271	B07RZ7K89M	E
27271	B07RZ6VFRJ	E
27271	B07RY883ST	E
27271	B07RY6TXQR	E
27271	B07RY8JQ1D	E
27271	B07RGVH5XN	S
27271	B07LFX32N3	S
27271	B07L2G6WDJ	S
27271	B07K327HT5	S
27271	B07JB1MPRP	S
27271	B07HHCV8W7	S
27271	B07FP24CFY	S
27271	B07RX64NJ3	E
84919	B07SN5XSWY	S
84919	B07WLNY4QM	S
84919	B07XNBHSH4	I
84919	B08BZW2HKB	E
84919	B08CNKJV84	S
84919	B08CRW729G	S
84919	B08J7T5RVM	S
84919	B08L7D9WG4	E
84919	B08NT2Q3WS	S
84919	B08LPLD67H	E
84919	B08LPLQH9T	S
84919	B07QJY24WM	S
84919	B08RHH3XNG	S
84919	B08YP5H51V	C
84919	B0973BY28S	E
84919	B098NYFQCL	S
84919	B09CHHRMN9	E
84919	B08LNN4Y9P	S
84919	B07NPJM64D	S
84919	B08YN8HFSG	I
84919	B07L9H85TS	I
84919	B00369YWWO	C
84919	B00TPI7XDU	S
84919	B01G9B3LTK	S
84919	B01G9B5TAO	S
84919	B01LWT246J	S
84919	B07NPJJZFY	S
84919	B06WW3WDSH	S
84919	B06XDWRCSN	E
84919	B06XGR3MDS	S
84919	B01N4SGPF6	E
84919	B074QVXRG6	C
84919	B074VDQ5M3	S
84919	B075FGY7G2	E
84919	B075VCM1XR	S
84919	B076FGZ8ZP	C
84919	B07FD3Z753	S
84919	B07G5N1DKQ	S
84919	B07K41HLJ2	C
84919	B0732MP9G1	E
44039	B07QWKWGJP	S
44039	B07RYWHSLK	E
44039	B07TD7RRVX	E
44039	B07VVQRCZX	E
44039	B084VFC2K9	S
44039	B081G8M49Q	E
44039	B07PN9JNKV	E
44039	B088K6MBTF	S
44039	B07ZYSTKP5	E
44039	B07MFJ8YPR	E
44039	B07KC423ZQ	S
44039	B07KB5WHHD	S
44039	B00Z7TEROE	E
44039	B078BJQMPG	E
44039	B079BPG7CC	S
44039	B079BR6MPH	S
44039	B00Z7TOE88	E
44039	B07CJF5PJ4	S
44039	B07D8ZSTTF	E
44039	B07JWM5F61	E
44039	B07CGBDZ8C	S
57293	B07SG8GGY6	S
57293	B07QK6L51Z	E
57293	B07J5G63LL	I
57293	B09BZHV1F3	E
57293	B07F6SF79S	S
57293	B07DQHNQYZ	S
57293	B07V3946XL	E
57293	B079BB71YR	E
57293	B07H38JHWV	E
57293	B07YCDB2DR	E
57293	B08DBMRW2H	E
57293	B083J82GJV	E
57293	B089P2T5Z1	E
57293	B08M2VFY3B	C
57293	B08M4GYGSQ	E
57293	B095BY64WG	E
57293	B095BZ9D35	E
57293	B095K4B4WV	E
57293	B096NGPYZ3	E
57293	B077H7V2FZ	S
57293	B07ZTVPLQK	E
57293	B074X4VM6Z	E
57293	B06X9RFT2J	S
57293	B06Y29JFDT	E
57293	B0737B6HGR	E
57293	B004JV8ZUS	E
57293	B007ZDEHM2	E
57293	B00LCYLC5U	E
57293	B00LGEKOMS	E
57293	B00V50CNGI	E
57293	B01AH184BI	E
57293	B01D0IJEBE	E
57293	B01DLEL4EM	E
57293	B00X9805GO	E
57293	B01EZO9J08	C
57293	B06Y24QGGB	S
57293	B01DNYOKHS	C
57293	B01M7WZFAS	C
57293	B01IO0E9RC	S
57293	B01N3QADS5	E
57293	B01GAGM62M	E
57293	B01F395U5M	E
57293	B01F3896DA	E
57293	B01HPXMEE4	E
12252	B079T47S6J	S
12252	B07WJZ36VN	S
12252	B07RZQC1T1	S
12252	B07R8JS6M1	E
12252	B07R7F59CQ	E
12252	B07BVMZSQH	E
12252	B07BVB8Z55	E
12252	B073JY9ZL5	E
12252	B00PTL3TOO	S
12252	B01LB0XQX0	S
12252	B005OLEZ06	E
12252	B00I0NVRGU	S
12252	B00K75MW40	S
12252	B06XT3V1GK	S
12252	B01BGVLIXY	S
12252	B01F9FLEL4	E
95710	B07T5DVL9B	S
95710	B07T25P131	I
95710	B07P2Y24NC	S
95710	B07MD7VN92	E
95710	B07KKLNL75	S
95710	B07HHTJV9M	S
95710	B07GVTZ43J	S
95710	B07T16PXXV	S
95710	B07BN3XQ3W	S
95710	B076ZJ5B1Y	E
95710	B074Z732D5	E
95710	B071XHZ37S	E
95710	B01M9GB7MZ	E
95710	B01L8JJ57K	S
95710	B00JUM435M	S
95710	B07GKQD6PB	S
452	B07DLRFDPV	I
452	B07GBQFXBF	E
452	B07GXRXLR3	S
452	B07JPJGX3B	E
452	B07KC2NFMZ	E
452	B07PSFHBCV	S
452	B07RTSNXK5	I
452	B07VLMSC42	S
452	B07WFTFV5K	S
452	B08C9LK2HV	E
452	B082PN4X5J	S
452	B08G1GL971	I
452	B08T8Y57T3	E
452	B08XBLYRWM	I
452	B08XQBDNNT	E
452	B092MP2NB9	S
452	B096M7TGY5	S
452	B07BZ3L66Z	E
452	B07WZR9CJ8	I
452	B078MCWLX7	I
452	B002UWGFTQ	S
452	B01N3675BA	I
452	B001B0BE76	S
452	B001E6D3W6	S
452	B001GAOTSW	S
452	B001K9Z4II	S
452	B01N6ZP7F5	I
452	B009QYH89W	I
452	B00CBMMXZ0	S
452	B00LPMGUMY	E
452	B00006JNJ8	S
452	B00OPONIMO	S
452	B00P2O81NC	I
452	B019QBOD4W	I
452	B019QBODBU	E
452	B019QBOG3U	I
452	B019QBOJOG	E
452	B01EB4JD30	S
452	B01MDLE5ZJ	I
452	B00OPODGHQ	E
112855	B07MQZHQGM	S
112855	B07P824DWL	S
112855	B07P6Z97SY	S
112855	B07NP6J8G9	E
112855	B07NM2WX2X	S
112855	B07N6Q8MB4	S
112855	B07N455ZTL	E
112855	B07P8YTZ4X	S
112855	B07L43BZTC	S
112855	B07H3PCWS4	E
112855	B07GDS3NB6	E
112855	B07G75CWCM	E
112855	B07DDVZGB3	S
112855	B01ER0QPKC	S
112855	B07JBL6RR6	S
112855	B06XYM9MWC	E
45543	B07PZZ7NCQ	E
45543	B07NYVCMP2	E
45543	B07MXMP3KB	E
45543	B07MRFCH1W	S
45543	B07H4KHTDJ	E
45543	B071ZV5KXS	S
45543	B01MRS6C0A	S
45543	B07RV83BGN	S
45543	B01HYYUQ5S	S
45543	B01HUTO4MS	E
45543	B01E46W8EQ	S
45543	B01E46W5T4	S
45543	B00F8IFTAU	S
45543	B002XULO50	E
45543	B002R0F9L6	E
45543	B01LAVARFU	S
80709	B079MR3MBW	S
80709	B07VN9WJXK	E
80709	B07VKPQ1HZ	E
80709	B07V6XFFBC	E
80709	B07C9L2T5N	S
80709	B07BRYZGJ3	S
80709	B079MK3PSD	S
80709	B07MVM1LVS	S
80709	B079MJ97XR	S
80709	B0747QZGDJ	E
80709	B072PC89V9	S
80709	B06XHTN2H6	E
80709	B06XHSM3C4	E
80709	B06XHRY7MM	E
80709	B01HVA4ENK	E
80709	B079MK3P8C	S
94870	B08T8ZL97X	E
94870	B08PJ319M1	I
94870	B08F56433D	E
94870	B08D3THHG8	S
94870	B07WW4W5XG	E
94870	B07TM75HF3	E
94870	B0786TJC33	E
94870	B01J5GKMJS	E
94870	B01FMAM1Y0	I
94870	B01DZQICZK	I
94870	B01DZQI70K	E
94870	B01DZQI6XI	S
94870	B01DZQI9TE	S
94870	B00P84EVMQ	S
94870	B00JXQ4PFS	E
94870	B00LUGCU0G	E
94870	B019RF0FV2	E
94870	B01DZQI700	I
94870	B07J2LGWHC	E
94870	B01DZQI6YW	E
94870	B08BX515HP	E
94870	B08D3VJQTZ	S
94870	B08DJ2W7SC	E
94870	B00MVVIMFG	E
94870	B0834GKBHB	C
17457	B07YM4FZ53	S
17457	B07T16NMVL	E
17457	B07G5NZ91S	E
17457	B07G5J866K	E
17457	B07DQ667L5	E
17457	B07CG6Z61M	E
17457	B07BGV4MGZ	S
17457	B072T5VGK6	S
17457	B016YXCJZK	E
17457	B01HUVK6QY	E
17457	B011TWKI3Q	E
17457	B00NVK8224	I
17457	B00M06ZS4A	S
17457	B005AFCX6E	S
17457	B001IB9L0U	S
17457	B01LY3AWUF	S
73300	B07XC2CGQ1	S
73300	B07XWL68GG	S
73300	B072JBSFF4	C
73300	B089HF2MQN	E
73300	B07JC2HRN4	S
73300	B081ZWPPCW	C
73300	B07HS11T4F	C
73300	B01GQQWEMS	S
73300	B07HJF14W8	I
73300	B07GKHKGSC	E
73300	B079KTVM4C	C
73300	B079KJR2SX	I
73300	B071P9N1BF	C
73300	B07HKLQDVN	C
69761	B0823M46MV	E
69761	B07V8WQK3B	I
69761	B07V7YPFHS	I
69761	B07V715K7D	E
69761	B07V4TLYDB	E
69761	B07V3NV7ZN	S
69761	B07V3NTTRK	E
69761	B07TLDSWKL	E
69761	B07SD7SHLT	E
69761	B07S8XZ3QR	E
69761	B07RPQ5WF5	I
69761	B07N48P417	I
69761	B07J5MP5YQ	E
69761	B01FV7ARO0	E
69761	B01FV615N8	E
69761	B005KLCPRK	E
29546	B06XBQG93M	S
29546	B06XC2VNZ7	E
29546	B06XGNZ96L	E
29546	B073WMT2YY	E
29546	B076HZF1CC	E
29546	B07812KDJQ	S
29546	B07BDN1ZKD	I
29546	B07GSH75XJ	S
29546	B07NBWKB2B	I
29546	B07NBX827C	E
29546	B01MF9OA3G	S
29546	B086F7426Y	E
29546	B089NFFQSC	I
29546	B08J3KXWTF	S
29546	B08JHY2W5K	I
29546	B08K29VRWH	E
29546	B08L86SYRR	E
29546	B07GSTZXL6	S
29546	B01IQA8ZRK	S
29546	B084TB792W	E
29546	B010E22UJC	S
29546	B000I4PBY8	S
29546	B000QWP2UA	E
29546	B003WOYK7U	E
29546	B003WP05FK	I
29546	B004DJ3416	E
29546	B0053OB6ZG	I
29546	B0057UUHGU	E
29546	B005GECIAU	E
29546	B004I8SYBC	E
29546	B00IO2C5DQ	E
29546	B0085E74ZW	E
29546	B00U676P92	E
29546	B00RZTAQKI	E
29546	B00MIZ2B7K	E
29546	B00ZKACJ2C	E
29546	B00IO2H0O0	S
29546	B00IO2GXI4	E
29546	B00JKQ6P1I	S
29546	B01GJS8M74	E
67211	B07C47V6KM	E
67211	B07BZ472W5	E
67211	B076MK1BGR	E
67211	B074D9PLHH	S
67211	B01MRVTGB0	S
67211	B01LQ95J9U	S
67211	B01LLQK5VU	E
67211	B07PZD88CT	E
67211	B01BRU04WK	E
67211	B01B8MH2OA	E
67211	B01015ESQU	I
67211	B00RM1ZKIM	S
67211	B00M8JOLGK	S
67211	B003D2NMH0	E
67211	B002T5IMDG	S
67211	B01JHFAFRG	E
110658	B088DNCG89	E
110658	B07ZHCNP4W	E
110658	B07YV4LZN6	E
110658	B07YQJ71WS	E
110658	B07SZ744QS	E
110658	B07H278C1F	I
110658	B07D8J6Y9C	S
110658	B07CYBQXKH	E
110658	B07B91M7YJ	E
110658	B078H2PN9R	S
110658	B078GZBFXB	E
110658	B077F6TGJM	S
110658	B075WPQDHZ	S
110658	B0742DJ17Q	S
110658	B0741D53L9	E
110658	B073XZ8GNS	E
68917	B07KWRNTJT	C
68917	B07ZBHHY7K	E
68917	B07X8FFGJH	S
68917	B07V9G86MG	C
68917	B07TS32WF8	E
68917	B07NLJW14T	C
68917	B07HYXKMZK	S
68917	B07PB86PXH	C
68917	B07467PGP6	S
68917	B071CTB3KJ	E
68917	B01N0ZZ2N3	S
68917	B07C2S3DMV	S
68917	B01D328DH8	S
68917	B01D328BG6	S
68917	B010XIGBUQ	S
68917	B003ZW9LOQ	S
89857	B08CSFYRH5	E
89857	B08CGSK4PD	E
89857	B08C5LJMZR	E
89857	B08BZGCLCQ	E
89857	B08BZ8K5VL	E
89857	B08BS28P5L	E
89857	B08B84X8JP	E
89857	B08CSH29ZV	E
89857	B07XG6KCNR	C
89857	B07XC6J26D	C
89857	B07XC6HFJN	C
89857	B07XB6LVQ5	C
89857	B07X934M9L	C
89857	B07VN22H89	C
89857	B001R694CG	E
89857	B088PHQV9H	E
72508	B07BWFJ66L	E
72508	B07ZXJFXDQ	E
72508	B07ZK33KHZ	S
72508	B07YVMH15S	S
72508	B07XKD2Y6M	E
72508	B07NVRNM5F	E
72508	B07L3D5D6Z	E
72508	B0832J1BNB	S
72508	B07BWDJYND	E
72508	B0757Y7T69	S
72508	B071L2W9VV	S
72508	B01LZWT3BY	S
72508	B00RVYN42O	E
72508	B00R56NL76	E
72508	B00G0MSGYY	E
72508	B077SNYQ2Y	E
88644	B07JMG2M32	E
88644	B07SFJHLMK	S
88644	B07QX8GVRK	S
88644	B07QQ97HFS	S
88644	B07LB4TBHX	E
88644	B07L7C9WVN	S
88644	B07L694GDY	S
88644	B07HMK1584	S
88644	B07BL3DXP8	S
88644	B07DCPDHNB	S
88644	B07B6GBJ6K	I
88644	B078HPMB91	S
88644	B0734HMHY8	S
88644	B071GWC3KZ	I
88644	B0714BQXK4	S
88644	B07FL7D3JV	I
66281	B00HT5H9SK	I
66281	B00719S84I	S
66281	B005P3NWSO	C
66281	B0042SQWT4	C
66281	B0042SR4BY	E
66281	B00IE5BWS2	S
66281	B001SN8HOY	I
66281	B0042SSWII	S
66281	B00JM5GW10	E
66281	B01M8GVPV6	E
66281	B01C4X72N8	S
66281	B01M3OHU0F	E
66281	B01NBGYIUX	S
66281	B07FT8PJ3Y	I
66281	B08XWF7Q75	E
66281	B08Y8NQBWD	S
66281	B08ZCJNT2G	C
66281	1939814715	S
66281	B00S3TRODG	E
66281	1939814685	S
66281	1939814480	S
66281	1939814499	S
66281	1939814642	S
66281	1604187662	S
66281	1891627139	I
66281	1891627201	E
66281	1891627422	E
66281	1891627449	S
66281	1891627589	S
66281	1891627805	I
66281	1891627945	S
66281	B0062TKYKE	E
66281	1934825301	E
66281	1934825514	I
66281	1934825603	E
66281	1934825816	S
66281	193981443X	E
66281	1939814448	S
66281	1939814456	S
66281	1939814464	S
66281	1934825182	S
29959	B078Q2LBRH	S
29959	B07BF6WC88	E
29959	B07CB9DLVB	E
29959	B07D3ZSF36	S
29959	B07DS6HFJL	E
29959	B07DS9L14X	C
29959	B07N63RB7Y	E
29959	B07P8D51H9	S
29959	B07X274SWD	C
29959	B07X1MZCG6	S
29959	B078PYV68K	E
29959	B07Z4H7WPW	E
29959	B08G8J85JF	E
29959	B08X68TVZN	S
29959	B08X6F1B85	E
29959	B08X6K14D7	I
29959	B09B7KBVTM	E
29959	B07WX6M8JM	E
29959	B078PX2JGD	E
29959	B07R27XDHQ	S
29959	B078PVLV5B	E
29959	B078PVWGSV	E
29959	1441324097	S
29959	1441328726	E
29959	B00XHBT7BC	C
29959	B015YE7FNQ	E
29959	B01BULCHAI	C
29959	B01BVJ52ZG	E
29959	B01MV2VPXY	E
29959	B01MZ5ET2P	E
29959	B01BUL8BKS	E
29959	B01N2B9MGS	S
29959	B01N5LUM66	E
29959	B01NAOT65Y	S
29959	B01NCO1NCA	E
29959	B06W549W96	E
29959	B071KLZKRJ	C
29959	B071W5HNLQ	E
29959	B01N0WHJZA	E
29959	B078PNDNQV	S
44394	B084L9HJZ4	E
44394	B0833TY98C	E
44394	B0824NZYYM	C
44394	B081W9LGL2	E
44394	B081JDQ4SN	E
44394	B085RTK4LV	E
44394	B07YTSK8SS	C
44394	B07WG9B841	E
44394	B07PLHM25C	C
44394	B07R6LGVC4	C
44394	B07SX1RSX4	E
44394	B072VP5HF2	E
44394	B01N9SRGM3	C
44394	B07GWFPJ8G	E
44394	B07H8CD18M	C
44394	B07GTXCG1M	E
92490	B07V8LB658	E
92490	B088QZFDRW	E
92490	B087BJKNG9	E
92490	B083GL6RGQ	E
92490	B07XKRLZPF	S
92490	B07VGQM6V2	S
92490	B07MP663D4	E
92490	B07YL8F919	S
92490	B07HMFVH3P	S
92490	B07H83S9NS	S
92490	B07BH224HY	S
92490	B077XDMQFH	S
92490	B0752WY3HB	E
92490	B01MRI9QJZ	S
92490	B00U0NAUCK	E
92490	B07JLK5NQL	S
83568	B088KT6C1W	S
83568	B08HGH3RBJ	S
83568	B08GH2BG2S	I
83568	B08GFFTHJ1	E
83568	B08C7WM5XY	E
83568	B08B6367TT	I
83568	B0894LRSTJ	E
83568	B0878ZV7RJ	I
83568	B085G14RGY	S
83568	B085HFMT8K	E
83568	B07WGQVT1X	S
83568	B07P15K8Q7	S
83568	B0727XJQLD	I
83568	B00RKNND2W	E
83568	B00M8C7U8I	E
83568	B085LS7Q9L	S
40408	B073XXCBHP	E
40408	B0756FCKP4	S
40408	B0881HKDNV	E
40408	B07T2H1JWG	S
40408	B083R1ZF7P	E
40408	B07255VNVZ	E
40408	B07JXNL2F5	E
40408	B06XSPXXXK	E
40408	B01LZAGSIU	E
40408	B01MTDGPX7	E
40408	B01MSTU0KI	E
40408	B01CKKOIZU	S
40408	B005LETP1A	E
40408	B002FQK8HW	S
40408	B0025MYX2M	E
40408	B06X3S3TBL	E
67336	B01MSAT362	S
67336	B07NKBP6V6	E
67336	B07MH5P1F3	S
67336	B07B6KBZBY	E
67336	B079J3SF4D	E
67336	B07765YPD4	E
67336	B071VFM5JP	E
67336	B06XW9KP27	S
67336	B01HOCXIRI	E
67336	B00UHLG0RO	E
67336	B00RFHM21G	S
67336	B00RFHLW58	E
67336	B00KBZSYQ6	S
67336	B00EYT7S7G	E
67336	B008YWF86C	S
67336	B012VOZ2ZU	E
89307	B07MXPHWZ6	E
89307	B07N26C9Y6	I
89307	B07P8B9WHD	I
89307	B07PRTZCF5	I
89307	B07Q6GTQ92	I
